text,sentiment
too many good shows coming up and no money to buy tickets  fmfl  brand new at the troub ,2
  pm   ok  let s go now through  bowman  strategicclock but first   a break    aargh   tired,0
 saw a costa in st pancras  but didnt have much time to have a drink over there  next time  i ll try,1
grrrr    i got the wrong size coat for the sheep,0
mcflyy finaly my chance has came    to kill you mwahaha  ha  not cool     ha      ,1
 ohhh my bad  yes him  heh heh,0
 totally unsurprised that dave isn t coming back to   but annalisa is wrong for it  opposite of big warm mellow dave ,0
need a nap  but i have to take  trains now,1
just got back in  and i m absolutely exhausted  have to be up in  hours for work,0
 pen jam cleared  click ,1
 i know     its all stormy outside   and my hair looks cute today    hahah,2
 ahh okay makes sense to start the preparations now then,2
 then your gaaay ,1
juss dropped the wife off i love her so,2
early monday great  rainy monday not so great   ,0
wonders when all of these end    hay     ,0
    oh it s so beautiful  i m happy you had a great time  heartz,2
 better then her getting mad and using the floor,1
 iphone is doing that  not opening downloaded apps  thing and i forgot my cord at home,0
didn t get to go wakeboarding  but i ll be good cause i m having a lush night ,2
 that made me laugh   sorry grets  but you are not going to the pool room ,1
gooooooood night  cant believe tomoroo is cancelled   but still gonna be a giid night  gni cant beat them ,1
feeling down again  today is way too stressful ,0
 gah  no money      at least not for bakugan,0
 yeah we actually went in the room they were at  i just didn t look under the counter where they were,1
happy monday   lots of little things to do today   tried to water plants out front very early in jammies  got caught by two neighbors  ,2
take me away,1
  mother  happy mother s day     and to all mom s there        god bless yhaw all     ,2
thinking lots of revision tomorrow  woo  hope it a sunny one ,2
 i ll go to the movies with you,1
 i will post it later  its not on my comp,1
 awww wish i was there  have a brew for me b ,2
 ntah  i really wanna be there,2
is starting to love twitter    facebook detox diet is working great,2
omg   the heater in my room has been on all day while i was at school   now it s boiling,0
i love chicago    tonight was amazing  ,2
 gimme some   i wanna try it    soulja boy tell  em live live   ,1
 you re welcome  of course ,2
  may the  be with you too,2
wow   you leave facebook alone for the weekend and get  new notifications  whew ,2
ugh im crying again  writing a rant about it on tumblr ,0
 not even better than kapsel cha  dy nulis notes  spertinya gw ga ditag cuz g ada notificationnya    huhu ,0
  its like that with the goo goo dolls for me  then i heard  iris  and absolutely loved it,2
getting ready to go study outside while having some fun in such a nice sunny day ,2
so has anyone had that yucky new throwback pepsi and mountain dew yet  if they plan on keeping it around  i will not be drinking it ,0
ashley  getting sick    ugh i m losing my voice  nooo,0
i dont like the dentist   they make my gums hurt,0
woke up from napping  finally got the sleep i needed,2
ugh   fricken internet is down  can do like  work without it  i want back in college just for the connection,0
heading south on i    jacked mess around sr ,1
 i wud do but im at work   srry     ,1
i just got my leavers do dress    ,1
 i feel that   esp when you know u aint done the wrong    u ,2
 im home  phone died thou,0
can t believe i m spending my lunch break inside   my desk,2
 are you having any problems sending images from twitterberry  mine just doesn t want to work       ,0
my new design portfolio is finally online     still needs some tweaking on the details but it s ok for now ,1
  i don t mind whistlers if they are actually whistling a tune  but those who just whistle nothing drive me crazy ,2
this world makes me sad,0
 sure ill follow you hun  ohh thank you are you a subscriber on my youtube ,2
 i think that plus everyone wants to see if the d train could keep it going   obviously not   hopefully he ll bounce back ,2
 mmm  athletic  ,1
missing everyone,0
playing monopoly jr  with the lil one   cheating isn t as much fun when the other person has absolutely no idea,1
im gonna fail this test miserably in history,0
never expected to hear beastie boys in a star trek movie    was a super great flick though   pew peww      phasers ,2
 this website gave me a virus  when i opened it more windows kept popping up,0
 was being sarcy as usual,0
i skip school way too often  i m rather proud actually ,2
 lol liking your style alice tell him you ve got standards to maintain lol  it s national cork girls go wild in london week,2
 why do you guys use camera angles that make it look like there are only  people in the building ,1
i love this day  no school     studyin  quietly,2
i got paint in my hair,1
  hello there hope your over your flu now,2
home  should be in the bed  but i m just super duper excited about tomorrow ,2
haciendo mi primer app con thin   rack   some crazy stuff   ,2
but now my feet really hurt   ,0
sooooo  i just dropped my phone   don t text or tweet me  i m currently banging my face against a spike covered poison ivy infested wall ,0
nobody loves me on twitter,0
 finn except i dropped him on my break and now he s got a ding in his side   at least it wasn t the screen ,1
enough for today  good night all,2
spent all morning watching eddie izzard s glorious  so funny    realli shud hav studied thou   ,2
 lmao  when i was camping  the water in the shower was well water and just smelt nasty,0
 switch to something else then,1
just got back from mcfly concert ahh it was so amazing  and i am now in love with david archuleta,2
getttin ready ,1
 i dont think you can vote anymore  i tried,0
why bother  at celebs  eh  cause it s almost like talking to them,0
 don t panic  hehe  it will be fine  email it to me,1
 iiight thanks ,2
constructivist learning theory   anybody  oh wait      there s always wikipedia right  ,1
the most epic weekend i ve had in atleast a year  night cap with matthes and    hours of sleep in  days  goodnight,2
 yes  lol,1
 but can you breathe ok ,1
 hey babe follow me love u on da show,2
 i m inclined to think it s stupid ,0
good morning     yes is  ,1
there is a baby cardinal fallen out of its nest  i dont want to get attacked by the mom bird but i dont want the dog to get the bird,1
 i heard from     you re away  i miss you too  look forward to tweeting with you when you return ,0
kmf going smoothly so far  free stuff is always a plus ,2
 i was hoping i could just drop them into    vim so both vim and macvim could share them,2
 oh no  but that means that you won t be able to get pwned by my shottie this weekend,1
 we don t really offer that service as we re web graphic designers and not desktop publishers  so  i thought maybe you could help ,1
sunny day   going down to stonehenge with my parents   ,1
at my rehearsal   gonna miss the game  please keep me updated  go nuggets ,0
west one day the hubs and i will take one of those  there s actually a missions cruise that we want to go on  it has music too ,1
happy mothers day  allergies are       oh and i hope miller has a better day too,2
 thats a bummer i haven t got one yet    been waiting over a year  grrrrrrrrrrrrrrr,0
just because you re a superstar it doesn t mean you have to do that  ,1
watching hgtv at  lol wtf must love me some home decor,1
in bed eating chocolates after  super parties  yay  playing with the new camera   could i be an amazing photographer ,1
 yeah that will keep my mid section down,1
 for me everything ok except install crashed at the end and now safari crashes at every cmd q,1
